"","SPNO","Species_Name","Sex","Size","Chela","Shell_Cond","Egg_Color","Egg_Cond","Clutch","Random","Collection_Comments","ANOM_ID","PCR_result","Year","Index_Site","General_Location","Collected_By","Reference_NO","DNA_Plate_No","DNA_Well_No","Host_Tissue","Preservative","Sample_Status","C_V_H","CRUISE","VESSEL","HAUL","STATIONID","Visual_Positive"
"105",20140307,"Chionoecetes bairdi",1,89,NA,2,NA,NA,NA,NA,"",NA,0,2014,1,"EBS","SAP","",10,"E3","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_202",201401,162,202,"L-29",NA
"106",20140312,"Chionoecetes bairdi",1,90,NA,NA,NA,NA,NA,NA,"No ShCo on tag",NA,3,2014,1,"EBS","SAP","",4,"D12","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_214",201401,94,214,"L-27",NA
"107",20140314,"Chionoecetes bairdi",1,90,NA,3,NA,NA,NA,NA,"",NA,0,2014,1,"EBS","SAP","",10,"D4","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_202",201401,162,202,"L-29",NA
"108",20140319,"Chionoecetes bairdi",1,91,NA,2,NA,NA,NA,NA,"",NA,0,2014,1,"EBS","SAP","",10,"F7","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_204",201401,162,204,"M-29",NA
"109",20140323,"Chionoecetes bairdi",1,92,NA,3,NA,NA,NA,NA,"",NA,0,2014,1,"EBS","SAP","",10,"C2","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_202",201401,162,202,"L-29",NA
"110",20140324,"Chionoecetes bairdi",1,93,NA,3,NA,NA,NA,NA,"",NA,0,2014,1,"EBS","SAP","",10,"F3","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_202",201401,162,202,"L-29",NA
"111",20140325,"Chionoecetes bairdi",1,93,NA,3,NA,NA,NA,NA,"",NA,0,2014,1,"EBS","SAP","",10,"B4","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_202",201401,162,202,"L-29",NA
"112",20140333,"Chionoecetes bairdi",1,94,NA,2,NA,NA,NA,NA,"",NA,0,2014,1,"EBS","SAP","",10,"G7","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_204",201401,162,204,"M-29",NA
"113",20140336,"Chionoecetes bairdi",1,95,NA,2,NA,NA,NA,NA,"",NA,0,2014,1,"EBS","SAP","",9,"F12","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_202",201401,162,202,"L-29",NA
"114",20140337,"Chionoecetes bairdi",1,95,NA,3,NA,NA,NA,NA,"",NA,0,2014,1,"EBS","SAP","",10,"A5","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_202",201401,162,202,"L-29",NA
"115",20140341,"Chionoecetes bairdi",1,96,NA,3,NA,NA,NA,NA,"",NA,0,2014,1,"EBS","SAP","",9,"B12","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_202",201401,162,202,"L-29",NA
"116",20140342,"Chionoecetes bairdi",1,96,NA,2,NA,NA,NA,NA,"",NA,0,2014,1,"EBS","SAP","",10,"F4","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_202",201401,162,202,"L-29",NA
"117",20140343,"Chionoecetes bairdi",1,96,NA,2,NA,NA,NA,NA,"",NA,0,2014,1,"EBS","SAP","",10,"E6","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_204",201401,162,204,"M-29",NA
"118",20140348,"Chionoecetes bairdi",1,97,NA,3,NA,NA,NA,NA,"",NA,0,2014,1,"EBS","SAP","",10,"F1","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_202",201401,162,202,"L-29",NA
"119",20140359,"Chionoecetes bairdi",1,99,NA,3,NA,NA,NA,NA,"",NA,0,2014,1,"EBS","SAP","",10,"C1","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_202",201401,162,202,"L-29",NA
"120",20140360,"Chionoecetes bairdi",1,99,NA,3,NA,NA,NA,NA,"",NA,0,2014,1,"EBS","SAP","",10,"F2","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_202",201401,162,202,"L-29",NA
"121",20140386,"Chionoecetes bairdi",1,103,NA,3,NA,NA,NA,NA,"",NA,0,2014,1,"EBS","SAP","",10,"C5","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_202",201401,162,202,"L-29",NA
"122",20140390,"Chionoecetes bairdi",1,104,NA,3,NA,NA,NA,NA,"",NA,0,2014,1,"EBS","SAP","",10,"E4","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_202",201401,162,202,"L-29",NA
"123",20140391,"Chionoecetes bairdi",1,104,NA,3,NA,NA,NA,NA,"",NA,0,2014,1,"EBS","SAP","",10,"B5","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_202",201401,162,202,"L-29",NA
"124",20140411,"Chionoecetes bairdi",1,107,NA,2,NA,NA,NA,NA,"",NA,0,2014,1,"EBS","SAP","",10,"C4","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_202",201401,162,202,"L-29",NA
"125",20140455,"Chionoecetes bairdi",2,10,NA,2,0,0,0,NA,"",NA,0,2014,1,"EBS","SAP","",9,"G10","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_199",201401,162,199,"M-28",NA
"126",20140456,"Chionoecetes bairdi",2,16,NA,2,0,0,0,NA,"",NA,0,2014,1,"EBS","SAP","",10,"E9","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_205",201401,162,205,"L-28",NA
"127",20140458,"Chionoecetes bairdi",2,18,NA,2,0,0,0,NA,"",NA,1,2014,1,"EBS","SAP","",9,"E4","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_190",201401,162,190,"L-31",NA
"128",20140461,"Chionoecetes bairdi",2,19,NA,2,0,0,0,NA,"",NA,0,2014,1,"EBS","SAP","",9,"A4","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_190",201401,162,190,"L-31",NA
"129",20140463,"Chionoecetes bairdi",2,19,NA,2,0,0,0,NA,"",NA,0,2014,1,"EBS","SAP","",10,"H9","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_205",201401,162,205,"L-28",NA
"130",20140464,"Chionoecetes bairdi",2,19,NA,2,0,0,0,NA,"",NA,0,2014,1,"EBS","SAP","",10,"E10","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_205",201401,162,205,"L-28",NA
"131",20140466,"Chionoecetes bairdi",2,20,NA,2,0,0,0,NA,"",NA,3,2014,1,"EBS","SAP","",9,"H3","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_190",201401,162,190,"L-31",NA
"132",20140467,"Chionoecetes bairdi",2,20,NA,2,0,0,0,NA,"",NA,0,2014,1,"EBS","SAP","",10,"C9","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_205",201401,162,205,"L-28",NA
"133",20140468,"Chionoecetes bairdi",2,20,NA,2,0,0,0,NA,"",NA,0,2014,1,"EBS","SAP","",10,"F10","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_205",201401,162,205,"L-28",NA
"134",20140469,"Chionoecetes bairdi",2,21,NA,2,0,0,0,NA,"",NA,0,2014,1,"EBS","SAP","",9,"A7","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_191",201401,162,191,"L-30",NA
"135",20140471,"Chionoecetes bairdi",2,22,NA,2,0,0,0,NA,"",NA,1,2014,1,"EBS","SAP","",9,"G8","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_191",201401,162,191,"L-30",NA
"136",20140472,"Chionoecetes bairdi",2,23,NA,2,0,0,0,NA,"",NA,1,2014,1,"EBS","SAP","",9,"F5","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_190",201401,162,190,"L-31",NA
"137",20140473,"Chionoecetes bairdi",2,23,NA,2,0,0,0,NA,"",NA,1,2014,1,"EBS","SAP","",9,"D6","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_190",201401,162,190,"L-31",NA
"138",20140475,"Chionoecetes bairdi",2,23,NA,2,0,0,0,NA,"",NA,1,2014,1,"EBS","SAP","",10,"H7","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_205",201401,162,205,"L-28",NA
"139",20140477,"Chionoecetes bairdi",2,24,NA,2,0,0,0,NA,"",NA,0,2014,1,"EBS","SAP","",9,"F4","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_190",201401,162,190,"L-31",NA
"140",20140478,"Chionoecetes bairdi",2,24,NA,2,0,0,0,NA,"",NA,0,2014,1,"EBS","SAP","",9,"A8","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_191",201401,162,191,"L-30",NA
"141",20140480,"Chionoecetes bairdi",2,25,NA,2,0,0,0,NA,"",NA,0,2014,1,"EBS","SAP","",9,"E6","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_190",201401,162,190,"L-31",NA
"142",20140481,"Chionoecetes bairdi",2,25,NA,2,0,0,0,NA,"",NA,0,2014,1,"EBS","SAP","",9,"C8","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_191",201401,162,191,"L-30",NA
"143",20140482,"Chionoecetes bairdi",2,25,NA,2,0,0,0,NA,"",NA,0,2014,1,"EBS","SAP","",9,"B9","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_191",201401,162,191,"L-30",NA
"144",20140483,"Chionoecetes bairdi",2,25,NA,2,0,0,0,NA,"",NA,0,2014,1,"EBS","SAP","",9,"C9","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_191",201401,162,191,"L-30",NA
"145",20140484,"Chionoecetes bairdi",2,25,NA,2,0,0,0,NA,"",NA,1,2014,1,"EBS","SAP","",10,"C10","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_205",201401,162,205,"L-28",NA
"146",20140485,"Chionoecetes bairdi",2,26,NA,2,0,0,0,NA,"",NA,0,2014,1,"EBS","SAP","",7,"E12","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_189",201401,162,189,"M-31",NA
"147",20140486,"Chionoecetes bairdi",2,26,NA,2,0,0,0,NA,"",NA,1,2014,1,"EBS","SAP","",9,"A6","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_190",201401,162,190,"L-31",NA
"148",20140487,"Chionoecetes bairdi",2,26,NA,2,0,0,0,NA,"",NA,0,2014,1,"EBS","SAP","",9,"D7","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_191",201401,162,191,"L-30",NA
"149",20140488,"Chionoecetes bairdi",2,26,NA,2,0,0,0,NA,"",NA,0,2014,1,"EBS","SAP","",9,"E8","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_191",201401,162,191,"L-30",NA
"150",20140489,"Chionoecetes bairdi",2,27,NA,2,0,0,0,NA,"",NA,0,2014,1,"EBS","SAP","",9,"C3","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_190",201401,162,190,"L-31",NA
"151",20140491,"Chionoecetes bairdi",2,30,NA,2,0,0,0,NA,"",NA,0,2014,1,"EBS","SAP","",7,"F12","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_189",201401,162,189,"M-31",NA
"152",20140492,"Chionoecetes bairdi",2,30,NA,2,0,0,0,NA,"",NA,0,2014,1,"EBS","SAP","",9,"B5","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_190",201401,162,190,"L-31",NA
"153",20140495,"Chionoecetes bairdi",2,31,NA,2,0,0,0,NA,"",NA,0,2014,1,"EBS","SAP","",10,"G3","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_202",201401,162,202,"L-29",NA
"154",20140496,"Chionoecetes bairdi",2,31,NA,2,0,0,0,NA,"",NA,0,2014,1,"EBS","SAP","",10,"D5","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_204",201401,162,204,"M-29",NA
"155",20140507,"Chionoecetes bairdi",2,32,NA,2,0,0,0,NA,"BCS+",387,1,2014,1,"EBS","SAP","",8,"C1","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_189",201401,162,189,"M-31",NA
"156",20140508,"Chionoecetes bairdi",2,32,NA,2,0,0,0,NA,"",NA,0,2014,1,"EBS","SAP","",9,"E3","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_190",201401,162,190,"L-31",NA
"157",20140509,"Chionoecetes bairdi",2,32,NA,2,0,0,0,NA,"",NA,1,2014,1,"EBS","SAP","",9,"E5","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_190",201401,162,190,"L-31",NA
"158",20140510,"Chionoecetes bairdi",2,32,NA,2,0,0,0,NA,"",NA,0,2014,1,"EBS","SAP","",10,"H8","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_205",201401,162,205,"L-28",NA
"159",20140511,"Chionoecetes bairdi",2,32,NA,2,0,0,0,NA,"",NA,1,2014,1,"EBS","SAP","",10,"D9","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_205",201401,162,205,"L-28",NA
"160",20140512,"Chionoecetes bairdi",2,32,NA,2,0,0,0,NA,"",NA,1,2014,1,"EBS","SAP","",13,"F6","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_215",201401,94,215,"K-27",NA
"161",20140513,"Chionoecetes bairdi",2,33,NA,2,0,0,0,NA,"",NA,1,2014,1,"EBS","SAP","",9,"D8","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_191",201401,162,191,"L-30",NA
"162",20140514,"Chionoecetes bairdi",2,33,NA,2,0,0,0,NA,"",NA,1,2014,1,"EBS","SAP","",10,"H5","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_204",201401,162,204,"M-29",NA
"163",20140515,"Chionoecetes bairdi",2,33,NA,2,0,0,0,NA,"",NA,0,2014,1,"EBS","SAP","",10,"D8","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_205",201401,162,205,"L-28",NA
"164",20140517,"Chionoecetes bairdi",2,33,NA,2,0,0,0,NA,"",NA,3,2014,1,"EBS","SAP","",13,"A6","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_215",201401,94,215,"K-27",NA
"165",20140521,"Chionoecetes bairdi",2,34,NA,2,0,0,0,NA,"",NA,1,2014,1,"EBS","SAP","",10,"A8","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_205",201401,162,205,"L-28",NA
"166",20140522,"Chionoecetes bairdi",2,34,NA,2,0,0,0,NA,"",NA,0,2014,1,"EBS","SAP","",10,"B9","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_205",201401,162,205,"L-28",NA
"167",20140527,"Chionoecetes bairdi",2,35,NA,2,0,0,0,NA,"",NA,1,2014,1,"EBS","SAP","",4,"D10","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_214",201401,94,214,"L-27",NA
"168",20140528,"Chionoecetes bairdi",2,35,NA,2,0,0,0,NA,"",NA,1,2014,1,"EBS","SAP","",9,"B4","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_190",201401,162,190,"L-31",NA
"169",20140529,"Chionoecetes bairdi",2,35,NA,2,0,0,0,NA,"",NA,1,2014,1,"EBS","SAP","",10,"A9","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_205",201401,162,205,"L-28",NA
"170",20140532,"Chionoecetes bairdi",2,37,NA,2,0,0,0,NA,"",NA,0,2014,1,"EBS","SAP","",9,"B3","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_190",201401,162,190,"L-31",NA
"171",20140533,"Chionoecetes bairdi",2,37,NA,2,0,0,0,NA,"",NA,3,2014,1,"EBS","SAP","",9,"H5","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_190",201401,162,190,"L-31",NA
"172",20140537,"Chionoecetes bairdi",2,38,NA,2,0,0,0,NA,"",NA,1,2014,1,"EBS","SAP","",9,"F11","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_199",201401,162,199,"M-28",NA
"173",20140538,"Chionoecetes bairdi",2,38,NA,2,0,0,0,NA,"",NA,1,2014,1,"EBS","SAP","",9,"G11","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_199",201401,162,199,"M-28",NA
"174",20140540,"Chionoecetes bairdi",2,38,NA,2,0,0,0,NA,"",NA,0,2014,1,"EBS","SAP","",10,"H3","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_202",201401,162,202,"L-29",NA
"175",20140541,"Chionoecetes bairdi",2,38,NA,2,0,0,0,NA,"",NA,0,2014,1,"EBS","SAP","",10,"B6","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_204",201401,162,204,"M-29",NA
"176",20140542,"Chionoecetes bairdi",2,39,NA,2,0,0,0,NA,"",NA,3,2014,1,"EBS","SAP","",4,"E9","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_214",201401,94,214,"L-27",NA
"177",20140543,"Chionoecetes bairdi",2,41,NA,2,0,0,0,NA,"",NA,1,2014,1,"EBS","SAP","",4,"B12","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_214",201401,94,214,"L-27",NA
"178",20140544,"Chionoecetes bairdi",2,41,NA,2,0,0,0,NA,"",NA,3,2014,1,"EBS","SAP","",4,"G12","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_214",201401,94,214,"L-27",NA
"179",20140548,"Chionoecetes bairdi",2,42,NA,2,0,0,0,NA,"",NA,0,2014,1,"EBS","SAP","",4,"C12","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_214",201401,94,214,"L-27",NA
"180",20140551,"Chionoecetes bairdi",2,43,NA,2,0,0,0,NA,"",NA,1,2014,1,"EBS","SAP","",4,"C10","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_214",201401,94,214,"L-27",NA
"181",20140552,"Chionoecetes bairdi",2,43,NA,2,0,0,0,NA,"",NA,0,2014,1,"EBS","SAP","",9,"A3","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_190",201401,162,190,"L-31",NA
"182",20140555,"Chionoecetes bairdi",2,44,NA,2,0,0,0,NA,"",NA,0,2014,1,"EBS","SAP","",4,"G10","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_214",201401,94,214,"L-27",NA
"183",20140556,"Chionoecetes bairdi",2,44,NA,2,0,0,0,NA,"",NA,1,2014,1,"EBS","SAP","",4,"A12","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_214",201401,94,214,"L-27",NA
"184",20140557,"Chionoecetes bairdi",2,44,NA,2,0,0,0,NA,"",NA,0,2014,1,"EBS","SAP","",5,"B1","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_214",201401,94,214,"L-27",NA
"185",20140558,"Chionoecetes bairdi",2,44,NA,2,0,0,0,NA,"",NA,0,2014,1,"EBS","SAP","",9,"G3","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_190",201401,162,190,"L-31",NA
"186",20140559,"Chionoecetes bairdi",2,44,NA,2,0,0,0,NA,"",NA,0,2014,1,"EBS","SAP","",9,"C10","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_192",201401,162,192,"M-30",NA
"187",20140560,"Chionoecetes bairdi",2,44,NA,2,0,0,0,NA,"",NA,1,2014,1,"EBS","SAP","",10,"C8","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_205",201401,162,205,"L-28",NA
"188",20140561,"Chionoecetes bairdi",2,45,NA,2,0,0,0,NA,"",NA,3,2014,1,"EBS","SAP","",4,"A11","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_214",201401,94,214,"L-27",NA
"189",20140563,"Chionoecetes bairdi",2,45,NA,1,0,0,0,NA,"",NA,0,2014,1,"EBS","SAP","",7,"C12","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_189",201401,162,189,"M-31",NA
"190",20140567,"Chionoecetes bairdi",2,46,NA,2,0,0,0,NA,"",NA,0,2014,1,"EBS","SAP","",4,"H10","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_214",201401,94,214,"L-27",NA
"191",20140568,"Chionoecetes bairdi",2,46,NA,2,0,0,0,NA,"",NA,0,2014,1,"EBS","SAP","",4,"H11","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_214",201401,94,214,"L-27",NA
"192",20140571,"Chionoecetes bairdi",2,46,NA,2,0,0,0,NA,"",NA,0,2014,1,"EBS","SAP","",9,"D4","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_190",201401,162,190,"L-31",NA
"193",20140575,"Chionoecetes bairdi",2,47,NA,2,0,0,0,NA,"",NA,0,2014,1,"EBS","SAP","",4,"G9","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_214",201401,94,214,"L-27",NA
"194",20140578,"Chionoecetes bairdi",2,48,NA,2,0,0,0,NA,"",NA,1,2014,1,"EBS","SAP","",10,"H6","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_204",201401,162,204,"M-29",NA
"195",20140580,"Chionoecetes bairdi",2,49,NA,2,0,0,0,NA,"",NA,0,2014,1,"EBS","SAP","",10,"E8","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_205",201401,162,205,"L-28",NA
"196",20140583,"Chionoecetes bairdi",2,50,NA,2,0,0,0,NA,"",NA,0,2014,1,"EBS","SAP","",5,"D1","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_214",201401,94,214,"L-27",NA
"197",20140588,"Chionoecetes bairdi",2,55,NA,2,0,0,0,NA,"",NA,3,2014,1,"EBS","SAP","",4,"D11","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_214",201401,94,214,"L-27",NA
"198",20140589,"Chionoecetes bairdi",2,56,NA,2,0,0,0,NA,"",NA,0,2014,1,"EBS","SAP","",9,"C6","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_190",201401,162,190,"L-31",NA
"199",20140594,"Chionoecetes bairdi",2,61,NA,2,0,0,1,NA,"",NA,0,2014,1,"EBS","SAP","",4,"C11","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_214",201401,94,214,"L-27",NA
"200",20140602,"Chionoecetes bairdi",2,65,NA,2,4,1,5,NA,"",NA,0,2014,1,"EBS","SAP","",10,"D1","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_202",201401,162,202,"L-29",NA
"201",20140607,"Chionoecetes bairdi",2,69,NA,3,4,1,5,NA,"",NA,0,2014,1,"EBS","SAP","",10,"A1","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_202",201401,162,202,"L-29",NA
"202",20140608,"Chionoecetes bairdi",2,69,NA,3,4,1,5,NA,"",NA,0,2014,1,"EBS","SAP","",10,"D2","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_202",201401,162,202,"L-29",NA
"203",20140611,"Chionoecetes bairdi",2,70,NA,4,4,1,5,NA,"",NA,0,2014,1,"EBS","SAP","",10,"A3","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_202",201401,162,202,"L-29",NA
"204",20140613,"Chionoecetes bairdi",2,71,NA,3,4,1,5,NA,"",NA,0,2014,1,"EBS","SAP","",9,"C12","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_202",201401,162,202,"L-29",NA
