"","SPNO","Species_Name","Sex","Size","Chela","Shell_Cond","Egg_Color","Egg_Cond","Clutch","Random","Collection_Comments","ANOM_ID","PCR_result","Year","Index_Site","General_Location","Collected_By","Reference_NO","DNA_Plate_No","DNA_Well_No","Host_Tissue","Preservative","Sample_Status","C_V_H","CRUISE","VESSEL","HAUL","STATIONID","Visual_Positive"
"1004",20140975,"Chionoecetes opilio",1,71,NA,3,NA,NA,NA,NA,"",NA,0,2014,6,"EBS","SAP","",8,"A9","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_135",201401,162,135,"I-23",NA
"1005",20140981,"Chionoecetes opilio",1,72,NA,3,NA,NA,NA,NA,"",NA,0,2014,6,"EBS","SAP","",6,"E6","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_121",201401,162,121,"IH2120",NA
"1006",20140982,"Chionoecetes opilio",1,72,NA,3,NA,NA,NA,NA,"",NA,0,2014,6,"EBS","SAP","",6,"A7","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_121",201401,162,121,"IH2120",NA
"1007",20140985,"Chionoecetes opilio",1,73,NA,4,NA,NA,NA,NA,"",NA,0,2014,6,"EBS","SAP","",6,"D5","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_121",201401,162,121,"IH2120",NA
"1008",20140986,"Chionoecetes opilio",1,73,NA,2,NA,NA,NA,NA,"",NA,0,2014,6,"EBS","SAP","",6,"E8","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_121",201401,162,121,"IH2120",NA
"1009",20140991,"Chionoecetes opilio",1,74,NA,3,NA,NA,NA,NA,"",NA,0,2014,6,"EBS","SAP","",8,"C6","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_134",201401,162,134,"J-23",NA
"1010",20140992,"Chionoecetes opilio",1,74,NA,3,NA,NA,NA,NA,"",NA,0,2014,6,"EBS","SAP","",8,"A7","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_134",201401,162,134,"J-23",NA
"1011",20140994,"Chionoecetes opilio",1,75,NA,2,NA,NA,NA,NA,"",NA,0,2014,6,"EBS","SAP","",2,"G10","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_126",201401,94,126,"JI2221",NA
"1012",20141001,"Chionoecetes opilio",1,75,NA,3,NA,NA,NA,NA,"",NA,0,2014,6,"EBS","SAP","",6,"C5","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_121",201401,162,121,"IH2120",NA
"1013",20141002,"Chionoecetes opilio",1,75,NA,3,NA,NA,NA,NA,"",NA,0,2014,6,"EBS","SAP","",6,"A6","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_121",201401,162,121,"IH2120",NA
"1014",20141003,"Chionoecetes opilio",1,75,NA,3,NA,NA,NA,NA,"",NA,0,2014,6,"EBS","SAP","",6,"F6","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_121",201401,162,121,"IH2120",NA
"1015",20141004,"Chionoecetes opilio",1,75,NA,2,NA,NA,NA,NA,"",NA,0,2014,6,"EBS","SAP","",6,"B7","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_121",201401,162,121,"IH2120",NA
"1016",20141005,"Chionoecetes opilio",1,75,NA,2,NA,NA,NA,NA,"",NA,0,2014,6,"EBS","SAP","",6,"C9","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_121",201401,162,121,"IH2120",NA
"1017",20141007,"Chionoecetes opilio",1,75,NA,3,NA,NA,NA,NA,"",NA,0,2014,6,"EBS","SAP","",8,"B6","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_134",201401,162,134,"J-23",NA
"1018",20141008,"Chionoecetes opilio",1,76,NA,3,NA,NA,NA,NA,"",NA,0,2014,6,"EBS","SAP","",2,"A5","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_124",201401,94,124,"IH2221",NA
"1019",20141011,"Chionoecetes opilio",1,76,NA,4,NA,NA,NA,NA,"",NA,0,2014,6,"EBS","SAP","",6,"B6","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_121",201401,162,121,"IH2120",NA
"1020",20141012,"Chionoecetes opilio",1,76,NA,3,NA,NA,NA,NA,"",NA,0,2014,6,"EBS","SAP","",6,"C7","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_121",201401,162,121,"IH2120",NA
"1021",20141013,"Chionoecetes opilio",1,76,NA,3,NA,NA,NA,NA,"",NA,0,2014,6,"EBS","SAP","",6,"F9","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_121",201401,162,121,"IH2120",NA
"1022",20141014,"Chionoecetes opilio",1,76,NA,2,NA,NA,NA,NA,"",NA,0,2014,6,"EBS","SAP","",8,"B5","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_134",201401,162,134,"J-23",NA
"1023",20141017,"Chionoecetes opilio",1,77,NA,2,NA,NA,NA,NA,"",NA,0,2014,6,"EBS","SAP","",8,"F5","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_134",201401,162,134,"J-23",NA
"1024",20141018,"Chionoecetes opilio",1,77,NA,3,NA,NA,NA,NA,"",NA,0,2014,6,"EBS","SAP","",8,"B8","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_135",201401,162,135,"I-23",NA
"1025",20141019,"Chionoecetes opilio",1,78,NA,3,NA,NA,NA,NA,"",NA,0,2014,6,"EBS","SAP","",2,"F10","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_126",201401,94,126,"JI2221",NA
"1026",20141023,"Chionoecetes opilio",1,78,NA,2,NA,NA,NA,NA,"",NA,0,2014,6,"EBS","SAP","",8,"B4","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_134",201401,162,134,"J-23",NA
"1027",20141024,"Chionoecetes opilio",1,78,NA,3,NA,NA,NA,NA,"",NA,0,2014,6,"EBS","SAP","",8,"C5","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_134",201401,162,134,"J-23",NA
"1028",20141025,"Chionoecetes opilio",1,78,NA,3,NA,NA,NA,NA,"",NA,0,2014,6,"EBS","SAP","",8,"G8","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_135",201401,162,135,"I-23",NA
"1029",20141029,"Chionoecetes opilio",1,79,NA,2,NA,NA,NA,NA,"",NA,0,2014,6,"EBS","SAP","",6,"H5","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_121",201401,162,121,"IH2120",NA
"1030",20141030,"Chionoecetes opilio",1,79,NA,2,NA,NA,NA,NA,"",NA,0,2014,6,"EBS","SAP","",6,"G7","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_121",201401,162,121,"IH2120",NA
"1031",20141031,"Chionoecetes opilio",1,79,NA,3,NA,NA,NA,NA,"",NA,0,2014,6,"EBS","SAP","",6,"E9","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_121",201401,162,121,"IH2120",NA
"1032",20141032,"Chionoecetes opilio",1,79,NA,3,NA,NA,NA,NA,"",NA,0,2014,6,"EBS","SAP","",8,"A4","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_134",201401,162,134,"J-23",NA
"1033",20141033,"Chionoecetes opilio",1,79,NA,3,NA,NA,NA,NA,"",NA,0,2014,6,"EBS","SAP","",8,"H6","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_134",201401,162,134,"J-23",NA
"1034",20141034,"Chionoecetes opilio",1,79,NA,3,NA,NA,NA,NA,"",NA,0,2014,6,"EBS","SAP","",8,"B9","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_135",201401,162,135,"I-23",NA
"1035",20141036,"Chionoecetes opilio",1,80,NA,3,NA,NA,NA,NA,"",NA,0,2014,6,"EBS","SAP","",6,"C6","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_121",201401,162,121,"IH2120",NA
"1036",20141037,"Chionoecetes opilio",1,80,NA,3,NA,NA,NA,NA,"",NA,0,2014,6,"EBS","SAP","",6,"F7","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_121",201401,162,121,"IH2120",NA
"1037",20141041,"Chionoecetes opilio",1,80,NA,3,NA,NA,NA,NA,"",NA,0,2014,6,"EBS","SAP","",8,"B7","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_134",201401,162,134,"J-23",NA
"1038",20141042,"Chionoecetes opilio",1,81,NA,2,NA,NA,NA,NA,"",NA,0,2014,6,"EBS","SAP","",2,"A11","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_126",201401,94,126,"JI2221",NA
"1039",20141043,"Chionoecetes opilio",1,81,NA,4,NA,NA,NA,NA,"",NA,0,2014,6,"EBS","SAP","",6,"E5","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_121",201401,162,121,"IH2120",NA
"1040",20141044,"Chionoecetes opilio",1,81,NA,2,NA,NA,NA,NA,"",NA,0,2014,6,"EBS","SAP","",6,"F5","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_121",201401,162,121,"IH2120",NA
"1041",20141045,"Chionoecetes opilio",1,81,NA,3,NA,NA,NA,NA,"",NA,0,2014,6,"EBS","SAP","",6,"G6","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_121",201401,162,121,"IH2120",NA
"1042",20141046,"Chionoecetes opilio",1,81,NA,2,NA,NA,NA,NA,"",NA,0,2014,6,"EBS","SAP","",6,"G8","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_121",201401,162,121,"IH2120",NA
"1043",20141047,"Chionoecetes opilio",1,81,NA,3,NA,NA,NA,NA,"",NA,0,2014,6,"EBS","SAP","",6,"H8","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_121",201401,162,121,"IH2120",NA
"1044",20141048,"Chionoecetes opilio",1,81,NA,3,NA,NA,NA,NA,"",NA,0,2014,6,"EBS","SAP","",8,"G4","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_134",201401,162,134,"J-23",NA
"1045",20141049,"Chionoecetes opilio",1,81,NA,3,NA,NA,NA,NA,"",NA,0,2014,6,"EBS","SAP","",8,"A8","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_135",201401,162,135,"I-23",NA
"1046",20141050,"Chionoecetes opilio",1,81,NA,3,NA,NA,NA,NA,"",NA,0,2014,6,"EBS","SAP","",8,"C8","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_135",201401,162,135,"I-23",NA
"1047",20141051,"Chionoecetes opilio",1,82,NA,3,NA,NA,NA,NA,"",NA,0,2014,6,"EBS","SAP","",2,"F4","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_124",201401,94,124,"IH2221",NA
"1048",20141052,"Chionoecetes opilio",1,82,NA,2,NA,NA,NA,NA,"",NA,0,2014,6,"EBS","SAP","",2,"A10","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_126",201401,94,126,"JI2221",NA
"1049",20141053,"Chionoecetes opilio",1,82,NA,2,NA,NA,NA,NA,"",NA,0,2014,6,"EBS","SAP","",6,"D7","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_121",201401,162,121,"IH2120",NA
"1050",20141054,"Chionoecetes opilio",1,82,NA,2,NA,NA,NA,NA,"",NA,0,2014,6,"EBS","SAP","",6,"B8","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_121",201401,162,121,"IH2120",NA
"1051",20141055,"Chionoecetes opilio",1,82,NA,2,NA,NA,NA,NA,"",NA,0,2014,6,"EBS","SAP","",6,"C8","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_121",201401,162,121,"IH2120",NA
"1052",20141056,"Chionoecetes opilio",1,82,NA,2,NA,NA,NA,NA,"",NA,0,2014,6,"EBS","SAP","",6,"D9","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_121",201401,162,121,"IH2120",NA
"1053",20141057,"Chionoecetes opilio",1,82,NA,2,NA,NA,NA,NA,"",NA,0,2014,6,"EBS","SAP","",8,"E6","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_134",201401,162,134,"J-23",NA
"1054",20141058,"Chionoecetes opilio",1,83,NA,3,NA,NA,NA,NA,"",NA,0,2014,6,"EBS","SAP","",2,"H4","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_124",201401,94,124,"IH2221",NA
"1055",20141059,"Chionoecetes opilio",1,83,NA,3,NA,NA,NA,NA,"",NA,0,2014,6,"EBS","SAP","",2,"E12","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_127",201401,94,127,"I-22",NA
"1056",20141063,"Chionoecetes opilio",1,83,NA,2,NA,NA,NA,NA,"",NA,0,2014,6,"EBS","SAP","",6,"E7","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_121",201401,162,121,"IH2120",NA
"1057",20141064,"Chionoecetes opilio",1,83,NA,3,NA,NA,NA,NA,"",NA,0,2014,6,"EBS","SAP","",6,"B9","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_121",201401,162,121,"IH2120",NA
"1058",20141065,"Chionoecetes opilio",1,83,NA,2,NA,NA,NA,NA,"",NA,0,2014,6,"EBS","SAP","",8,"G6","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_134",201401,162,134,"J-23",NA
"1059",20141066,"Chionoecetes opilio",1,83,NA,3,NA,NA,NA,NA,"",NA,0,2014,6,"EBS","SAP","",8,"H7","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_135",201401,162,135,"I-23",NA
"1060",20141067,"Chionoecetes opilio",1,84,NA,2,NA,NA,NA,NA,"",NA,0,2014,6,"EBS","SAP","",2,"C11","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_126",201401,94,126,"JI2221",NA
"1061",20141068,"Chionoecetes opilio",1,84,NA,3,NA,NA,NA,NA,"",NA,0,2014,6,"EBS","SAP","",6,"H6","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_121",201401,162,121,"IH2120",NA
"1062",20141069,"Chionoecetes opilio",1,84,NA,2,NA,NA,NA,NA,"",NA,0,2014,6,"EBS","SAP","",6,"H9","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_121",201401,162,121,"IH2120",NA
"1063",20141070,"Chionoecetes opilio",1,84,NA,2,NA,NA,NA,NA,"",NA,0,2014,6,"EBS","SAP","",6,"C10","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_121",201401,162,121,"IH2120",NA
"1064",20141071,"Chionoecetes opilio",1,84,NA,3,NA,NA,NA,NA,"",NA,0,2014,6,"EBS","SAP","",6,"E10","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_121",201401,162,121,"IH2120",NA
"1065",20141072,"Chionoecetes opilio",1,84,NA,3,NA,NA,NA,NA,"",NA,0,2014,6,"EBS","SAP","",8,"D7","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_134",201401,162,134,"J-23",NA
"1066",20141073,"Chionoecetes opilio",1,84,NA,3,NA,NA,NA,NA,"",NA,0,2014,6,"EBS","SAP","",8,"D8","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_135",201401,162,135,"I-23",NA
"1067",20141075,"Chionoecetes opilio",1,85,NA,2,NA,NA,NA,NA,"",NA,0,2014,6,"EBS","SAP","",2,"B11","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_126",201401,94,126,"JI2221",NA
"1068",20141077,"Chionoecetes opilio",1,85,NA,3,NA,NA,NA,NA,"",NA,0,2014,6,"EBS","SAP","",6,"G9","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_121",201401,162,121,"IH2120",NA
"1069",20141078,"Chionoecetes opilio",1,85,NA,2,NA,NA,NA,NA,"",NA,0,2014,6,"EBS","SAP","",8,"D5","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_134",201401,162,134,"J-23",NA
"1070",20141080,"Chionoecetes opilio",1,86,NA,2,NA,NA,NA,NA,"",NA,0,2014,6,"EBS","SAP","",6,"D6","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_121",201401,162,121,"IH2120",NA
"1071",20141081,"Chionoecetes opilio",1,86,NA,2,NA,NA,NA,NA,"",NA,0,2014,6,"EBS","SAP","",6,"D10","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_121",201401,162,121,"IH2120",NA
"1072",20141083,"Chionoecetes opilio",1,86,NA,2,NA,NA,NA,NA,"",NA,0,2014,6,"EBS","SAP","",8,"C7","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_134",201401,162,134,"J-23",NA
"1073",20141084,"Chionoecetes opilio",1,86,NA,3,NA,NA,NA,NA,"",NA,0,2014,6,"EBS","SAP","",8,"F7","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_135",201401,162,135,"I-23",NA
"1074",20141085,"Chionoecetes opilio",1,87,NA,3,NA,NA,NA,NA,"",NA,0,2014,6,"EBS","SAP","",2,"H10","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_126",201401,94,126,"JI2221",NA
"1075",20141087,"Chionoecetes opilio",1,87,NA,2,NA,NA,NA,NA,"",NA,0,2014,6,"EBS","SAP","",6,"A10","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_121",201401,162,121,"IH2120",NA
"1076",20141088,"Chionoecetes opilio",1,87,NA,3,NA,NA,NA,NA,"",NA,0,2014,6,"EBS","SAP","",8,"E4","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_134",201401,162,134,"J-23",NA
"1077",20141089,"Chionoecetes opilio",1,87,NA,2,NA,NA,NA,NA,"",NA,0,2014,6,"EBS","SAP","",8,"A6","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_134",201401,162,134,"J-23",NA
"1078",20141090,"Chionoecetes opilio",1,87,NA,2,NA,NA,NA,NA,"",NA,0,2014,6,"EBS","SAP","",8,"D6","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_134",201401,162,134,"J-23",NA
"1079",20141091,"Chionoecetes opilio",1,87,NA,3,NA,NA,NA,NA,"",NA,0,2014,6,"EBS","SAP","",8,"F6","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_134",201401,162,134,"J-23",NA
"1080",20141092,"Chionoecetes opilio",1,87,NA,3,NA,NA,NA,NA,"",NA,0,2014,6,"EBS","SAP","",8,"C9","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_135",201401,162,135,"I-23",NA
"1081",20141093,"Chionoecetes opilio",1,88,NA,3,NA,NA,NA,NA,"",NA,0,2014,6,"EBS","SAP","",8,"D4","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_134",201401,162,134,"J-23",NA
"1082",20141094,"Chionoecetes opilio",1,88,NA,3,NA,NA,NA,NA,"",NA,0,2014,6,"EBS","SAP","",8,"G7","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_135",201401,162,135,"I-23",NA
"1083",20141095,"Chionoecetes opilio",1,89,NA,4,NA,NA,NA,NA,"",NA,0,2014,6,"EBS","SAP","",6,"H7","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_121",201401,162,121,"IH2120",NA
"1084",20141096,"Chionoecetes opilio",1,89,NA,2,NA,NA,NA,NA,"",NA,0,2014,6,"EBS","SAP","",8,"F4","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_134",201401,162,134,"J-23",NA
"1085",20141101,"Chionoecetes opilio",1,89,NA,2,NA,NA,NA,NA,"",NA,0,2014,6,"EBS","SAP","",8,"H5","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_134",201401,162,134,"J-23",NA
"1086",20141102,"Chionoecetes opilio",1,89,NA,3,NA,NA,NA,NA,"",NA,0,2014,6,"EBS","SAP","",8,"H8","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_135",201401,162,135,"I-23",NA
"1087",20141103,"Chionoecetes opilio",1,89,NA,3,NA,NA,NA,NA,"",NA,0,2014,6,"EBS","SAP","",8,"D9","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_135",201401,162,135,"I-23",NA
"1088",20141104,"Chionoecetes opilio",1,90,NA,2,NA,NA,NA,NA,"",NA,0,2014,6,"EBS","SAP","",8,"C4","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_134",201401,162,134,"J-23",NA
"1089",20141105,"Chionoecetes opilio",1,90,NA,2,NA,NA,NA,NA,"",NA,0,2014,6,"EBS","SAP","",8,"H4","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_134",201401,162,134,"J-23",NA
"1090",20141106,"Chionoecetes opilio",1,90,NA,2,NA,NA,NA,NA,"",NA,0,2014,6,"EBS","SAP","",8,"E5","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_134",201401,162,134,"J-23",NA
"1091",20141108,"Chionoecetes opilio",1,92,NA,2,NA,NA,NA,NA,"",NA,0,2014,6,"EBS","SAP","",2,"A12","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_127",201401,94,127,"I-22",NA
"1092",20141109,"Chionoecetes opilio",1,92,NA,3,NA,NA,NA,NA,"",NA,0,2014,6,"EBS","SAP","",6,"D8","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_121",201401,162,121,"IH2120",NA
"1093",20141111,"Chionoecetes opilio",1,95,NA,5,NA,NA,NA,NA,"",NA,0,2014,6,"EBS","SAP","",8,"E7","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_162_135",201401,162,135,"I-23",NA
"1094",20141112,"Chionoecetes opilio",1,99,NA,3,NA,NA,NA,NA,"",NA,0,2014,6,"EBS","SAP","",2,"D12","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_127",201401,94,127,"I-22",NA
"1095",20141133,"Chionoecetes opilio",2,41,NA,2,0,0,0,NA,"",NA,1,2014,6,"EBS","SAP","",2,"F11","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_127",201401,94,127,"I-22",NA
"1096",20141150,"Chionoecetes opilio",2,44,NA,2,0,0,0,NA,"",NA,0,2014,6,"EBS","SAP","",2,"D9","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_125",201401,94,125,"I-21",NA
"1097",20141163,"Chionoecetes opilio",2,45,NA,2,0,0,0,NA,"",NA,0,2014,6,"EBS","SAP","",6,"C3","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_97",201401,94,97,"JI2120",NA
"1098",20141170,"Chionoecetes opilio",2,46,NA,2,0,0,0,NA,"",NA,0,2014,6,"EBS","SAP","",2,"D6","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_125",201401,94,125,"I-21",NA
"1099",20141184,"Chionoecetes opilio",2,47,NA,2,0,0,1,NA,"",NA,0,2014,6,"EBS","SAP","",6,"C4","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_97",201401,94,97,"JI2120",NA
"1100",20141185,"Chionoecetes opilio",2,47,NA,2,0,0,0,NA,"",NA,0,2014,6,"EBS","SAP","",6,"H4","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_97",201401,94,97,"JI2120",NA
"1101",20141204,"Chionoecetes opilio",2,48,NA,2,0,0,0,NA,"",NA,0,2014,6,"EBS","SAP","",2,"E6","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_125",201401,94,125,"I-21",NA
"1102",20141211,"Chionoecetes opilio",2,48,NA,2,0,0,0,NA,"",NA,0,2014,6,"EBS","SAP","",6,"F3","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_97",201401,94,97,"JI2120",NA
"1103",20141219,"Chionoecetes opilio",2,49,NA,2,0,0,0,NA,"",NA,0,2014,6,"EBS","SAP","",2,"E5","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_125",201401,94,125,"I-21",NA
"1104",20141227,"Chionoecetes opilio",2,49,NA,3,0,0,1,NA,"",NA,0,2014,6,"EBS","SAP","",6,"A5","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_97",201401,94,97,"JI2120",NA
"1105",20141235,"Chionoecetes opilio",2,50,NA,2,0,0,0,NA,"",NA,0,2014,6,"EBS","SAP","",2,"H6","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_125",201401,94,125,"I-21",NA
"1106",20141236,"Chionoecetes opilio",2,50,NA,2,0,0,0,NA,"",NA,0,2014,6,"EBS","SAP","",2,"F12","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_127",201401,94,127,"I-22",NA
"1107",20141255,"Chionoecetes opilio",2,51,NA,2,0,0,0,NA,"",NA,0,2014,6,"EBS","SAP","",2,"D5","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_125",201401,94,125,"I-21",NA
"1108",20141256,"Chionoecetes opilio",2,51,NA,2,4,1,5,NA,"",NA,0,2014,6,"EBS","SAP","",2,"G7","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_125",201401,94,125,"I-21",NA
